Default,Age,AmountOfPreviousLoansBeforeLoan,AppliedAmount,Country,DebtToIncome,Education,EmploymentDurationCurrentEmployer,EmploymentStatus,ExistingLiabilities,FreeCash,Gender,HomeOwnershipType,IncomeTotal,LiabilitiesTotal,LoanDuration,MaritalStatus,NewCreditCustomer,NoOfPreviousLoansBeforeLoan,NrOfDependants,OccupationArea,UseOfLoan,WorkExperience
True,39,0.0,3300.0,EE,45.22,4.0,UpTo2Years,3.0,8,262.0,0.0,1.0,743.0,378.0,60,3.0,True,0.0,0,3.0,2,LessThan2Years
False,26,500.0,2000.0,EE,16.59,4.0,MoreThan5Years,3.0,7,77.0,1.0,8.0,422.0,368.0,60,2.0,False,1.0,0,7.0,2,5To10Years
False,62,0.0,2000.0,EE,21.08,4.0,MoreThan5Years,3.0,4,306.0,1.0,1.0,498.0,126.0,36,5.0,True,0.0,0,4.0,2,MoreThan25Years
False,61,0.0,5000.0,EE,24.0,4.0,MoreThan5Years,3.0,6,290.0,1.0,1.0,650.0,568.0,60,4.0,True,0.0,0,1.0,0,MoreThan25Years
True,45,0.0,2000.0,ES,14.0,5.0,UpTo5Years,3.0,4,612.0,2.0,3.0,1000.0,318.0,48,3.0,True,0.0,1,9.0,5,5To10Years
False,36,0.0,2000.0,EE,19.78,4.0,UpTo1Year,3.0,13,1335.0,0.0,3.0,2381.0,936.0,24,1.0,True,0.0,2,10.0,6,LessThan2Years
True,21,0.0,3000.0,EE,29.26,2.0,UpTo3Years,3.0,4,359.0,0.0,2.0,564.0,40.0,24,2.0,True,0.0,0,7.0,0,2To5Years
True,22,0.0,3000.0,EE,50.09,4.0,UpTo2Years,3.0,6,265.0,1.0,6.0,579.0,221.0,60,2.0,True,0.0,0,3.0,3,2To5Years
False,44,0.0,3000.0,EE,33.6,3.0,MoreThan5Years,3.0,9,388.0,0.0,1.0,750.0,247.0,36,1.0,True,0.0,0,4.0,0,15To25Years
True,30,0.0,2000.0,EE,19.11,4.0,UpTo2Years,3.0,8,279.0,1.0,1.0,586.0,426.0,48,2.0,True,0.0,2,9.0,0,LessThan2Years
True,44,0.0,2000.0,ES,4.23,4.0,MoreThan5Years,3.0,2,1192.0,0.0,2.0,1300.0,53.0,60,4.0,True,0.0,0,14.0,8,15To25Years
False,38,0.0,4000.0,EE,42.75,4.0,MoreThan5Years,3.0,12,302.0,0.0,9.0,910.0,520.0,48,2.0,True,0.0,2,15.0,7,15To25Years
False,24,0.0,1500.0,EE,21.4,5.0,UpTo2Years,3.0,3,424.0,1.0,6.0,874.0,353.0,18,2.0,True,0.0,0,7.0,6,5To10Years
False,48,0.0,10000.0,EE,52.26,5.0,MoreThan5Years,3.0,13,1166.0,1.0,8.0,2719.0,1591.0,36,1.0,True,0.0,1,17.0,0,MoreThan25Years
True,25,0.0,3000.0,SK,27.35,4.0,UpTo1Year,3.0,5,219.0,0.0,2.0,340.0,117.0,60,3.0,True,0.0,0,7.0,0,5To10Years
False,30,0.0,2000.0,EE,25.62,4.0,UpTo1Year,3.0,4,780.0,0.0,2.0,1339.0,449.0,24,3.0,True,0.0,0,6.0,6,LessThan2Years
True,64,0.0,4900.0,ES,10.55,5.0,MoreThan5Years,6.0,5,646.0,1.0,9.0,2560.0,1660.0,24,5.0,True,0.0,0,1.0,8,MoreThan25Years
True,37,1100.0,900.0,ES,13.3,5.0,UpTo4Years,3.0,6,1002.0,0.0,3.0,2090.0,1030.0,18,1.0,False,1.0,0,17.0,5,LessThan2Years
True,62,0.0,10000.0,ES,45.73,5.0,MoreThan5Years,6.0,8,401.0,0.0,9.0,1579.0,884.0,60,1.0,True,0.0,1,1.0,7,MoreThan25Years
True,36,0.0,3500.0,EE,26.81,2.0,MoreThan5Years,3.0,5,470.0,1.0,2.0,731.0,189.0,60,2.0,True,0.0,3,19.0,6,LessThan2Years
False,27,0.0,8000.0,EE,10.7,2.0,UpTo2Years,3.0,3,1607.0,0.0,2.0,2233.0,387.0,48,2.0,True,0.0,0,6.0,6,LessThan2Years
True,33,0.0,9700.0,FI,27.27,5.0,MoreThan5Years,3.0,16,905.0,1.0,4.0,2519.0,2133.0,48,1.0,True,0.0,2,8.0,0,10To15Years
False,34,3500.0,3800.0,ES,30.41,5.0,UpTo2Years,3.0,6,1247.0,0.0,2.0,1950.0,632.0,60,3.0,True,1.0,0,1.0,6,10To15Years
False,48,0.0,3600.0,EE,42.51,4.0,MoreThan5Years,3.0,5,277.0,0.0,1.0,621.0,395.0,36,1.0,True,0.0,3,16.0,0,10To15Years
True,44,0.0,10000.0,ES,8.44,5.0,MoreThan5Years,3.0,5,4413.0,2.0,1.0,5050.0,239.0,36,3.0,True,0.0,0,10.0,2,15To25Years
False,26,0.0,700.0,EE,40.5,4.0,UpTo4Years,3.0,11,362.0,0.0,8.0,1000.0,600.0,24,2.0,True,0.0,1,3.0,7,5To10Years
False,48,0.0,2500.0,EE,40.46,3.0,MoreThan5Years,3.0,7,257.0,1.0,1.0,566.0,225.0,36,1.0,True,0.0,0,3.0,6,10To15Years
True,32,0.0,3500.0,EE,44.86,2.0,UpTo3Years,3.0,10,668.0,0.0,7.0,1391.0,711.0,24,1.0,True,0.0,2,19.0,0,10To15Years
True,42,0.0,3500.0,EE,47.1,3.0,UpTo3Years,3.0,3,281.0,0.0,6.0,552.0,145.0,48,1.0,True,0.0,5,6.0,2,15To25Years
False,45,1200.0,800.0,EE,22.04,5.0,UpTo1Year,3.0,7,277.0,1.0,8.0,894.0,572.0,24,5.0,False,1.0,1,14.0,6,MoreThan25Years
False,37,0.0,10000.0,EE,20.53,4.0,MoreThan5Years,3.0,15,1170.0,0.0,7.0,2747.0,1632.0,36,1.0,True,0.0,2,18.0,0,5To10Years
True,23,500.0,3490.0,EE,19.34,4.0,UpTo3Years,3.0,7,373.0,0.0,3.0,698.0,276.0,60,3.0,False,1.0,0,15.0,0,2To5Years
False,26,0.0,1400.0,EE,22.7,4.0,UpTo2Years,3.0,7,321.0,0.0,2.0,555.0,186.0,36,2.0,True,0.0,0,10.0,5,5To10Years
False,42,0.0,6000.0,ES,18.98,3.0,MoreThan5Years,3.0,4,596.0,0.0,3.0,1328.0,566.0,60,3.0,True,0.0,0,1.0,7,15To25Years
False,23,0.0,2500.0,EE,9.86,4.0,UpTo1Year,3.0,2,566.0,0.0,3.0,1116.0,440.0,36,2.0,True,0.0,1,6.0,6,LessThan2Years
False,35,0.0,8500.0,EE,32.35,3.0,MoreThan5Years,3.0,12,517.0,0.0,2.0,850.0,1321.0,60,2.0,True,0.0,1,3.0,0,15To25Years
True,30,0.0,8000.0,FI,18.11,5.0,UpTo1Year,3.0,11,471.0,0.0,8.0,1375.0,1188.0,60,3.0,True,0.0,0,1.0,0,10To15Years
False,23,0.0,500.0,EE,2.71,4.0,UpTo2Years,3.0,1,505.0,0.0,2.0,591.0,70.0,60,3.0,True,0.0,0,4.0,4,2To5Years
True,32,0.0,5000.0,ES,26.53,4.0,UpTo2Years,3.0,3,370.0,1.0,4.0,1048.0,520.0,48,2.0,True,0.0,3,14.0,6,10To15Years
True,49,0.0,2000.0,FI,3.44,3.0,UpTo3Years,3.0,3,1202.0,1.0,3.0,1597.0,340.0,60,1.0,True,0.0,0,6.0,6,MoreThan25Years
True,24,0.0,2600.0,EE,25.14,3.0,UpTo1Year,3.0,8,100.0,1.0,6.0,354.0,381.0,60,2.0,True,0.0,1,1.0,0,2To5Years
True,34,0.0,2000.0,ES,6.06,4.0,UpTo1Year,3.0,4,649.0,0.0,3.0,1254.0,529.0,36,3.0,True,0.0,1,8.0,2,15To25Years
False,27,0.0,1000.0,EE,24.58,4.0,UpTo1Year,3.0,4,340.0,0.0,2.0,476.0,139.0,12,2.0,True,0.0,0,8.0,0,5To10Years
True,63,0.0,2000.0,ES,38.17,5.0,UpTo2Years,6.0,9,219.0,0.0,3.0,1420.0,1131.0,48,1.0,True,0.0,1,1.0,5,MoreThan25Years
True,30,0.0,6500.0,FI,37.0,3.0,UpTo4Years,3.0,14,241.0,0.0,3.0,1438.0,1636.0,60,3.0,True,0.0,0,1.0,0,10To15Years
False,21,0.0,2000.0,EE,9.9,2.0,UpTo2Years,3.0,8,446.0,1.0,6.0,768.0,284.0,48,3.0,True,0.0,1,3.0,0,2To5Years
False,29,0.0,500.0,EE,22.86,4.0,UpTo3Years,3.0,16,289.0,1.0,2.0,866.0,543.0,18,2.0,True,0.0,1,14.0,7,2To5Years
True,29,0.0,1500.0,EE,14.73,4.0,MoreThan5Years,3.0,9,148.0,0.0,8.0,509.0,337.0,48,1.0,True,0.0,0,3.0,1,10To15Years
True,55,0.0,4200.0,ES,16.7,4.0,UpTo2Years,3.0,7,257.0,2.0,3.0,1042.0,807.0,36,3.0,True,0.0,0,1.0,0,15To25Years
False,33,0.0,1000.0,EE,12.01,4.0,UpTo3Years,3.0,6,256.0,0.0,8.0,641.0,338.0,24,3.0,True,0.0,0,11.0,2,10To15Years
False,47,0.0,2000.0,EE,30.72,4.0,MoreThan5Years,3.0,9,219.0,1.0,8.0,485.0,618.0,48,1.0,True,0.0,1,3.0,0,10To15Years
True,26,0.0,4500.0,EE,36.23,4.0,MoreThan5Years,3.0,15,277.0,1.0,1.0,552.0,657.0,60,4.0,True,0.0,1,3.0,0,5To10Years
False,24,0.0,2200.0,EE,18.64,2.0,UpTo1Year,3.0,7,403.0,1.0,6.0,558.0,239.0,24,2.0,True,0.0,2,3.0,0,5To10Years
False,41,4500.0,5600.0,EE,23.4,4.0,MoreThan5Years,3.0,14,461.0,1.0,8.0,889.0,565.0,60,2.0,False,2.0,2,11.0,0,15To25Years
True,30,0.0,3000.0,ES,17.77,5.0,UpTo1Year,3.0,4,1089.0,2.0,2.0,1379.0,385.0,18,3.0,True,0.0,0,3.0,7,2To5Years
False,69,0.0,2000.0,EE,37.42,4.0,MoreThan5Years,3.0,5,330.0,1.0,1.0,799.0,402.0,12,5.0,True,0.0,0,17.0,2,MoreThan25Years
False,42,0.0,3000.0,EE,42.34,5.0,UpTo2Years,3.0,9,343.0,1.0,1.0,692.0,1301.0,48,2.0,True,0.0,1,16.0,0,MoreThan25Years
True,52,0.0,4000.0,EE,25.92,4.0,UpTo2Years,3.0,7,419.0,0.0,3.0,706.0,281.0,60,1.0,True,0.0,0,14.0,2,MoreThan25Years
True,39,0.0,3000.0,ES,20.87,5.0,MoreThan5Years,3.0,5,189.0,0.0,3.0,1289.0,976.0,36,2.0,True,0.0,1,3.0,7,10To15Years
False,61,0.0,500.0,EE,35.44,5.0,UpTo2Years,3.0,4,382.0,0.0,7.0,618.0,234.0,24,1.0,True,0.0,0,17.0,0,MoreThan25Years
True,40,1000.0,1000.0,EE,20.63,5.0,UpTo2Years,3.0,10,1202.0,1.0,4.0,2617.0,1360.0,24,2.0,True,1.0,3,1.0,5,15To25Years
False,22,3825.0,500.0,EE,30.33,4.0,UpTo1Year,3.0,9,350.0,0.0,8.0,920.0,585.0,24,1.0,True,2.0,1,1.0,0,5To10Years
False,46,0.0,2000.0,EE,14.59,5.0,MoreThan5Years,3.0,9,282.0,1.0,1.0,1090.0,698.0,24,1.0,True,0.0,1,16.0,3,10To15Years
True,38,4000.0,700.0,ES,28.9,5.0,MoreThan5Years,3.0,12,952.0,0.0,9.0,2363.0,1384.0,36,3.0,True,1.0,0,16.0,2,10To15Years
False,49,0.0,2000.0,FI,19.24,2.0,UpTo3Years,6.0,9,374.0,0.0,3.0,1133.0,676.0,36,4.0,True,0.0,0,1.0,7,MoreThan25Years
False,40,0.0,3000.0,FI,7.93,4.0,UpTo1Year,3.0,11,992.0,1.0,4.0,2044.0,1227.0,60,3.0,True,0.0,2,17.0,0,5To10Years
True,25,3000.0,800.0,SK,38.24,4.0,UpTo1Year,3.0,4,182.0,0.0,2.0,340.0,133.0,60,3.0,True,1.0,0,7.0,0,5To10Years
True,36,0.0,6000.0,ES,21.24,3.0,MoreThan5Years,6.0,8,380.0,1.0,9.0,970.0,491.0,48,1.0,True,0.0,2,1.0,0,LessThan2Years
True,46,0.0,3000.0,ES,17.0,5.0,MoreThan5Years,3.0,12,671.0,1.0,9.0,1382.0,655.0,48,1.0,True,0.0,0,16.0,0,15To25Years
False,26,0.0,500.0,EE,9.05,4.0,UpTo2Years,3.0,3,532.0,0.0,2.0,751.0,170.0,12,3.0,True,0.0,0,8.0,7,5To10Years
False,63,0.0,1000.0,ES,15.1,5.0,MoreThan5Years,6.0,9,589.0,0.0,9.0,1828.0,1145.0,12,2.0,True,0.0,0,1.0,7,MoreThan25Years
True,29,0.0,3000.0,FI,34.65,4.0,UpTo2Years,3.0,8,747.0,0.0,8.0,1876.0,1059.0,60,1.0,True,0.0,1,5.0,2,5To10Years
False,41,6000.0,2600.0,EE,16.38,4.0,MoreThan5Years,3.0,8,313.0,0.0,8.0,1429.0,1054.0,60,3.0,True,1.0,1,3.0,2,5To10Years
False,43,1200.0,700.0,EE,49.8,2.0,MoreThan5Years,3.0,9,238.0,0.0,1.0,753.0,486.0,36,1.0,True,1.0,1,3.0,2,15To25Years
False,26,9980.0,500.0,EE,27.46,5.0,UpTo2Years,3.0,6,697.0,0.0,8.0,1300.0,636.0,60,3.0,False,2.0,0,4.0,0,LessThan2Years
True,38,7300.0,1500.0,EE,49.02,4.0,MoreThan5Years,3.0,5,255.0,1.0,1.0,869.0,552.0,36,3.0,True,1.0,1,7.0,2,15To25Years
True,42,0.0,500.0,ES,16.43,4.0,UpTo1Year,3.0,6,510.0,0.0,3.0,1187.0,504.0,3,1.0,True,0.0,1,9.0,7,10To15Years
True,52,0.0,3000.0,ES,14.24,3.0,MoreThan5Years,6.0,5,693.0,0.0,6.0,1004.0,187.0,36,1.0,True,0.0,0,1.0,6,15To25Years
False,23,0.0,700.0,EE,28.95,2.0,UpTo3Years,3.0,4,138.0,0.0,3.0,487.0,280.0,12,2.0,True,0.0,2,6.0,7,2To5Years
False,37,0.0,3000.0,EE,30.84,2.0,UpTo3Years,3.0,4,409.0,0.0,2.0,668.0,265.0,18,2.0,True,0.0,0,5.0,0,2To5Years
True,31,0.0,2500.0,EE,23.04,4.0,UpTo2Years,3.0,3,374.0,0.0,2.0,738.0,224.0,24,3.0,True,0.0,1,8.0,7,10To15Years
True,44,1250.0,800.0,EE,34.11,4.0,MoreThan5Years,3.0,11,189.0,1.0,2.0,513.0,849.0,60,2.0,False,3.0,0,3.0,0,5To10Years
True,28,0.0,2800.0,EE,34.18,4.0,UpTo5Years,3.0,12,537.0,0.0,1.0,1103.0,405.0,24,1.0,True,0.0,2,3.0,0,2To5Years
True,52,0.0,4900.0,FI,22.25,2.0,MoreThan5Years,6.0,10,270.0,0.0,4.0,1083.0,1295.0,60,4.0,True,0.0,0,1.0,0,15To25Years
False,36,0.0,2500.0,EE,19.23,4.0,MoreThan5Years,3.0,13,205.0,0.0,1.0,910.0,751.0,24,1.0,True,0.0,1,3.0,0,15To25Years
True,60,0.0,10000.0,ES,8.59,5.0,MoreThan5Years,3.0,6,6382.0,0.0,1.0,7517.0,753.0,36,1.0,True,0.0,0,8.0,2,MoreThan25Years
True,32,0.0,5800.0,FI,22.03,4.0,UpTo2Years,3.0,9,1136.0,1.0,3.0,1457.0,965.0,36,1.0,True,0.0,0,9.0,0,5To10Years
True,56,0.0,10000.0,ES,8.96,5.0,MoreThan5Years,3.0,8,1960.0,1.0,9.0,5850.0,3564.0,48,1.0,True,0.0,0,11.0,0,15To25Years
False,38,0.0,3000.0,EE,56.3,4.0,MoreThan5Years,3.0,8,601.0,0.0,8.0,1698.0,937.0,24,1.0,True,0.0,1,1.0,2,5To10Years
False,34,0.0,3000.0,EE,13.62,5.0,UpTo1Year,3.0,9,637.0,1.0,1.0,1322.0,529.0,24,2.0,True,0.0,2,15.0,2,LessThan2Years
False,37,0.0,500.0,EE,49.37,5.0,MoreThan5Years,3.0,8,597.0,0.0,3.0,1675.0,903.0,3,3.0,True,0.0,0,19.0,6,5To10Years
False,37,0.0,500.0,EE,8.37,4.0,MoreThan5Years,3.0,7,313.0,1.0,1.0,657.0,316.0,24,2.0,True,0.0,3,16.0,2,5To10Years
False,30,0.0,1400.0,EE,29.31,5.0,MoreThan5Years,3.0,7,382.0,0.0,8.0,1300.0,783.0,12,2.0,True,0.0,1,8.0,5,5To10Years
True,22,700.0,500.0,EE,21.73,4.0,UpTo1Year,3.0,5,128.0,1.0,3.0,589.0,434.0,24,3.0,True,1.0,0,10.0,5,LessThan2Years
False,30,0.0,1000.0,EE,36.67,4.0,UpTo2Years,3.0,6,175.0,0.0,1.0,750.0,478.0,12,3.0,True,0.0,0,3.0,2,10To15Years
True,56,0.0,10000.0,ES,16.09,5.0,MoreThan5Years,6.0,2,891.0,1.0,3.0,1827.0,642.0,60,5.0,True,0.0,1,1.0,3,LessThan2Years
False,46,0.0,2000.0,EE,33.08,5.0,MoreThan5Years,3.0,14,858.0,0.0,9.0,1850.0,892.0,24,1.0,True,0.0,1,15.0,6,15To25Years
True,55,0.0,4650.0,EE,34.19,5.0,UpTo4Years,3.0,4,306.0,0.0,7.0,465.0,284.0,60,1.0,True,0.0,0,1.0,0,MoreThan25Years
False,32,6329.56,500.0,EE,16.65,2.0,MoreThan5Years,2.0,7,485.0,0.0,8.0,919.0,410.0,24,2.0,False,8.0,2,3.0,3,10To15Years
False,49,0.0,2000.0,ES,26.96,4.0,MoreThan5Years,3.0,4,207.0,2.0,9.0,920.0,576.0,18,1.0,True,0.0,0,7.0,8,MoreThan25Years
False,31,2900.0,3000.0,EE,18.51,4.0,UpTo2Years,3.0,7,333.0,0.0,6.0,1178.0,737.0,48,2.0,False,2.0,2,1.0,0,10To15Years
True,24,0.0,4800.0,FI,23.73,3.0,UpTo1Year,3.0,7,685.0,0.0,8.0,2035.0,1193.0,18,2.0,True,0.0,0,8.0,0,5To10Years
False,21,2000.0,1000.0,EE,17.81,2.0,UpTo3Years,3.0,3,470.0,1.0,3.0,730.0,219.0,36,2.0,False,1.0,1,7.0,7,2To5Years
False,38,0.0,7100.0,EE,31.43,4.0,MoreThan5Years,3.0,11,280.0,0.0,8.0,910.0,752.0,60,1.0,True,0.0,2,1.0,0,5To10Years
False,60,3600.0,3700.0,ES,41.92,4.0,MoreThan5Years,6.0,4,287.0,0.0,5.0,959.0,557.0,60,1.0,True,1.0,0,1.0,2,MoreThan25Years
False,39,0.0,3000.0,ES,31.78,5.0,MoreThan5Years,3.0,9,1293.0,2.0,2.0,2149.0,700.0,24,3.0,True,0.0,0,10.0,8,5To10Years
False,45,0.0,3000.0,EE,45.52,4.0,MoreThan5Years,3.0,10,129.0,1.0,3.0,982.0,871.0,60,4.0,True,0.0,0,17.0,0,10To15Years
False,46,1000.0,500.0,EE,14.57,5.0,UpTo3Years,3.0,9,474.0,1.0,8.0,1064.0,542.0,12,4.0,True,1.0,1,1.0,7,15To25Years
False,57,0.0,700.0,EE,28.18,4.0,MoreThan5Years,3.0,7,346.0,1.0,7.0,660.0,290.0,36,5.0,True,0.0,0,3.0,7,MoreThan25Years
True,40,0.0,2300.0,EE,23.31,2.0,UpTo3Years,3.0,4,135.0,1.0,1.0,429.0,194.0,36,2.0,True,0.0,1,7.0,0,15To25Years
False,65,0.0,500.0,ES,40.3,5.0,MoreThan5Years,6.0,7,391.0,1.0,2.0,861.0,423.0,12,5.0,True,0.0,0,1.0,7,15To25Years
False,30,0.0,2500.0,EE,24.7,3.0,UpTo5Years,3.0,3,517.0,0.0,1.0,1000.0,236.0,12,2.0,True,0.0,1,3.0,7,2To5Years
False,29,0.0,4000.0,EE,29.46,4.0,UpTo1Year,3.0,8,270.0,1.0,1.0,594.0,430.0,60,3.0,True,0.0,1,1.0,0,10To15Years
True,25,0.0,3000.0,EE,20.84,3.0,UpTo3Years,3.0,7,233.0,0.0,1.0,595.0,238.0,36,1.0,True,0.0,0,4.0,0,2To5Years
False,46,0.0,3200.0,FI,17.26,3.0,UpTo1Year,6.0,8,658.0,1.0,3.0,1379.0,670.0,48,1.0,True,0.0,0,1.0,0,15To25Years
True,28,0.0,6300.0,FI,34.26,3.0,UpTo2Years,3.0,12,442.0,0.0,4.0,1865.0,1890.0,36,3.0,True,0.0,0,8.0,0,5To10Years
True,62,0.0,2000.0,ES,18.71,5.0,MoreThan5Years,3.0,8,435.0,1.0,9.0,1571.0,1032.0,24,1.0,True,0.0,0,11.0,2,MoreThan25Years
False,48,0.0,2000.0,FI,14.36,4.0,MoreThan5Years,3.0,14,1060.0,1.0,8.0,1853.0,1191.0,24,2.0,True,0.0,0,1.0,0,MoreThan25Years
True,54,0.0,1500.0,EE,48.42,4.0,UpTo1Year,3.0,9,305.0,1.0,1.0,665.0,545.0,12,1.0,True,0.0,0,7.0,0,MoreThan25Years
False,32,0.0,6400.0,EE,22.49,4.0,UpTo3Years,3.0,8,272.0,0.0,1.0,756.0,586.0,60,2.0,True,0.0,0,3.0,0,10To15Years
False,21,0.0,600.0,EE,7.98,2.0,UpTo1Year,3.0,5,480.0,1.0,3.0,940.0,385.0,9,3.0,True,0.0,0,11.0,0,2To5Years
False,30,0.0,10000.0,FI,37.73,4.0,UpTo1Year,3.0,4,647.0,0.0,6.0,1402.0,226.0,24,2.0,True,0.0,0,1.0,3,10To15Years
False,28,0.0,600.0,ES,3.37,5.0,UpTo3Years,3.0,2,864.0,1.0,2.0,919.0,24.0,24,3.0,True,0.0,0,1.0,4,5To10Years
True,23,0.0,2000.0,EE,33.33,4.0,UpTo3Years,3.0,6,257.0,1.0,3.0,672.0,303.0,24,2.0,True,0.0,0,9.0,5,2To5Years
True,49,0.0,3500.0,EE,29.66,5.0,UpTo4Years,3.0,3,805.0,0.0,3.0,1315.0,401.0,60,1.0,True,0.0,0,1.0,3,2To5Years
False,57,0.0,500.0,ES,61.73,5.0,MoreThan5Years,3.0,12,367.0,2.0,9.0,2676.0,2136.0,3,4.0,True,0.0,0,1.0,8,MoreThan25Years
True,28,0.0,500.0,EE,47.64,3.0,UpTo2Years,3.0,5,197.0,0.0,2.0,934.0,709.0,24,3.0,True,0.0,2,3.0,6,LessThan2Years
False,32,0.0,4900.0,EE,18.66,4.0,MoreThan5Years,3.0,16,441.0,1.0,8.0,922.0,595.0,36,3.0,True,0.0,1,1.0,7,10To15Years
False,37,0.0,800.0,EE,5.99,4.0,UpTo1Year,3.0,4,714.0,0.0,2.0,784.0,214.0,24,3.0,True,0.0,0,3.0,7,LessThan2Years
True,50,0.0,10000.0,ES,9.14,4.0,MoreThan5Years,3.0,5,4154.0,0.0,1.0,4750.0,302.0,60,4.0,True,0.0,0,8.0,2,15To25Years
True,30,2000.0,5000.0,ES,19.27,5.0,UpTo3Years,3.0,6,550.0,0.0,2.0,820.0,233.0,48,3.0,True,1.0,0,19.0,0,5To10Years
False,34,0.0,3000.0,FI,13.04,4.0,UpTo4Years,3.0,6,1191.0,1.0,3.0,2323.0,976.0,24,3.0,True,0.0,2,17.0,8,5To10Years
False,38,0.0,2600.0,EE,15.16,4.0,UpTo1Year,3.0,3,485.0,0.0,3.0,831.0,370.0,24,3.0,True,0.0,0,6.0,7,15To25Years
False,23,500.0,500.0,EE,7.95,3.0,UpTo2Years,3.0,2,474.0,0.0,2.0,591.0,101.0,60,3.0,True,1.0,0,4.0,4,2To5Years
True,45,0.0,3000.0,ES,9.36,4.0,MoreThan5Years,3.0,7,157.0,0.0,3.0,1100.0,840.0,60,3.0,True,0.0,1,9.0,2,MoreThan25Years
False,30,0.0,6000.0,ES,23.53,3.0,MoreThan5Years,3.0,5,951.0,0.0,2.0,1500.0,238.0,24,1.0,True,0.0,2,10.0,4,5To10Years
True,42,0.0,3000.0,ES,19.11,5.0,MoreThan5Years,3.0,6,512.0,0.0,3.0,994.0,326.0,24,3.0,True,0.0,0,9.0,2,15To25Years
False,35,4800.0,2100.0,EE,33.98,2.0,MoreThan5Years,3.0,10,292.0,1.0,2.0,824.0,617.0,60,4.0,False,2.0,1,4.0,0,5To10Years
False,26,2500.0,5500.0,EE,37.51,4.0,MoreThan5Years,3.0,3,348.0,0.0,1.0,861.0,493.0,48,2.0,False,1.0,1,3.0,0,LessThan2Years
False,30,0.0,1500.0,EE,13.08,4.0,UpTo1Year,3.0,8,528.0,1.0,3.0,933.0,332.0,24,2.0,True,0.0,2,8.0,8,LessThan2Years
False,36,0.0,10000.0,ES,41.48,4.0,MoreThan5Years,3.0,10,3259.0,0.0,3.0,6352.0,2799.0,60,1.0,True,0.0,3,1.0,3,10To15Years
True,41,0.0,10000.0,ES,32.69,4.0,MoreThan5Years,3.0,10,689.0,0.0,9.0,1300.0,851.0,60,4.0,True,0.0,0,15.0,0,15To25Years
False,51,500.0,1500.0,EE,42.17,4.0,UpTo3Years,3.0,17,252.0,0.0,8.0,1226.0,927.0,60,1.0,True,1.0,0,8.0,6,MoreThan25Years
True,44,0.0,9000.0,FI,40.21,3.0,MoreThan5Years,3.0,11,550.0,0.0,3.0,2042.0,1709.0,48,2.0,True,0.0,2,1.0,0,15To25Years
False,54,0.0,3000.0,EE,21.88,4.0,UpTo3Years,3.0,13,933.0,0.0,1.0,1760.0,843.0,36,1.0,True,0.0,0,6.0,0,2To5Years
False,37,3400.0,1000.0,EE,27.49,5.0,UpTo2Years,3.0,5,209.0,0.0,1.0,684.0,441.0,60,3.0,False,1.0,0,6.0,2,15To25Years
False,44,1800.0,500.0,EE,25.76,5.0,UpTo1Year,3.0,9,465.0,1.0,8.0,1549.0,909.0,3,1.0,False,1.0,1,7.0,5,LessThan2Years
False,29,0.0,1000.0,EE,24.62,5.0,MoreThan5Years,3.0,5,333.0,1.0,4.0,650.0,286.0,60,1.0,True,0.0,0,9.0,5,5To10Years
True,23,0.0,2000.0,FI,19.2,2.0,UpTo3Years,3.0,14,682.0,1.0,3.0,1474.0,1030.0,36,2.0,True,0.0,1,1.0,0,5To10Years
True,40,0.0,2400.0,EE,39.44,3.0,UpTo4Years,3.0,8,201.0,0.0,1.0,431.0,456.0,36,3.0,True,0.0,0,3.0,0,15To25Years
True,30,1000.0,500.0,EE,27.63,4.0,UpTo1Year,3.0,3,238.0,0.0,2.0,409.0,142.0,24,3.0,True,1.0,0,8.0,0,5To10Years
True,32,0.0,3700.0,ES,26.21,5.0,MoreThan5Years,3.0,6,193.0,0.0,9.0,1118.0,810.0,60,3.0,True,0.0,0,15.0,2,15To25Years
False,37,1500.0,1500.0,EE,14.72,4.0,UpTo3Years,3.0,4,700.0,0.0,1.0,1175.0,404.0,24,1.0,True,1.0,2,4.0,8,15To25Years
True,34,0.0,7000.0,FI,44.92,5.0,UpTo2Years,3.0,12,608.0,1.0,4.0,2511.0,2548.0,48,4.0,True,0.0,0,4.0,0,5To10Years
True,33,0.0,8000.0,ES,30.39,4.0,MoreThan5Years,3.0,7,1014.0,0.0,4.0,1800.0,789.0,60,3.0,True,0.0,0,6.0,0,15To25Years
False,48,0.0,3000.0,EE,23.64,2.0,MoreThan5Years,3.0,6,236.0,0.0,8.0,846.0,486.0,36,1.0,True,0.0,0,3.0,2,MoreThan25Years
True,40,0.0,3700.0,FI,15.95,2.0,UpTo2Years,3.0,7,1790.0,0.0,1.0,2169.0,786.0,12,2.0,True,0.0,2,3.0,0,10To15Years
True,28,11300.0,500.0,EE,53.4,5.0,MoreThan5Years,3.0,15,410.0,0.0,1.0,1472.0,1038.0,24,3.0,False,9.0,0,8.0,3,5To10Years
True,53,0.0,3000.0,ES,52.05,5.0,MoreThan5Years,3.0,10,218.0,2.0,3.0,880.0,699.0,36,3.0,True,0.0,1,1.0,0,15To25Years
True,21,1000.0,1400.0,EE,37.89,2.0,UpTo3Years,3.0,15,309.0,0.0,1.0,739.0,506.0,60,2.0,False,1.0,2,3.0,0,2To5Years
